Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),2.4998112054725124e-15,5.03985167022904e-12,0,0,3.1675106792565915,106.49982161332517,MTCH1;GSK3B;RTKN;ZFAND6;FHL2;IFIT3;IFIT2;ING5;RUVBL1;TNFSF10;DNM1L;SOX4;IER3;PHLDA3;UNC13B;TSC22D1;UTP11;IGFBP3;ACTL6A;SIGMAR1;ACTN4;FBXO11;PRLR;NME1;RHOB;SFRP4;RNF144B;TOX3;TAX1BP1;PPIF;BIRC6;NUPR1;IL6ST;ZNF830;ATF6;PTMA;CARD14;PPIA;NAIP;CD44;MEAF6;GLO1;HPN;TAF9;IFI6;PSEN2;VTCN1;RTN4;HSP90B1;HSPD1;PRDX3;SOCS2;ERBB2;PAK2;TFAP2A;JUN;OPN3;STAT1;API5;WFS1;SIAH2;BNIP3;SIAH1;DHCR24;DHRS2;GOLPH3;APEX1;PPT1;BCL2;NF1;CALR;BCL2L2
GO_Biological_Process_2023,Protein Transport (GO:0015031),2.782910916747123e-15,5.03985167022904e-12,0,0,4.626003964466633,155.0418131664851,C17ORF75;RAMP2;COPA;RAB5C;TMED10;TMEM167A;CLTC;GCC2;MIA3;ABCA12;HSP90B1;TIMM50;SNX4;GRPEL1;CHMP1B;MYO6;KIF13A;STX6;TIMM17A;TMED2;SNX9;ABCD1;ARL5A;SPTBN1;RAB8A;SNX6;ASPSCR1;AP3B1;SCAMP1;PDIA4;VMP1;RAB10;ARL4D;CENPF;GOLPH3;CTTN;PPT1;CHMP2A;TXNIP;RAB3GAP2;CHMP3;ARHGEF2;COPG1;RAMP1;RAB7A
GO_Biological_Process_2023,Endoplasmic Reticulum Organization (GO:0007029),1.4364376908245025e-14,1.7342591053887826e-11,0,0,15.02003410059676,478.748943611478,RTN3;CCDC47;ATL2;TOR1AIP2;MIA3;RTN4;GAK;RAB10;REEP1;SMPD4;VAPA;TMEM33;DOP1B;LPCAT3;REEP3;REEP6;TMCC1;DNM1L;GET3
GO_Biological_Process_2023,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),3.966608640032624e-13,3.5917641235495413e-10,0,0,4.195851982097187,119.81546831685107,ANAPC13;GSK3B;GSK3A;WDR26;PSMD11;PSMD14;NEDD4L;FBXO45;AUP1;HSP90B1;ERLEC1;ZNRF1;ZNRF2;PSMD7;PSMB5;HECTD1;PSMD2;PSMD3;PSMD1;UBXN4;DCAF11;RFFL;ANKZF1;KLHDC3;WFS1;SIAH2;AMFR;SIAH1;RAD23A;ARMC8;ERLIN2;PSMA6;RNF126;CDC34;RNF103;GID8;DNAJC10;PLAA;TRIP12;RBCK1;CALR;UBE2K
GO_Biological_Process_2023,Proteasomal Protein Catabolic Process (GO:0010498),7.501276878950976e-13,4.947692854524547e-10,0,0,5.030155838899009,140.4345715437301,GSK3B;GSK3A;WDR26;PSMD11;PSMD14;CCDC47;NEDD4L;FBXO45;ERLEC1;ZNRF1;ZNRF2;PSMD7;PSMB5;HECTD1;PSMD2;PSMD3;PSMD1;DCAF11;RFFL;KLHDC3;SIAH2;SIAH1;RAD23A;ARMC8;PSMA6;RNF126;CDC34;PSME4;GID8;PLAA;TRIP12;RBCK1;ATF6;UBE2K
GO_Biological_Process_2023,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),8.808455566456307e-13,4.947692854524547e-10,0,0,3.849166727846707,106.84476236225666,GSK3B;GSK3A;WDR26;PSMD11;PPP1R11;PSMD14;NEDD4L;NEDD8;FBXO45;ZNRF1;ZNRF2;PSMD7;PSMB5;HECTD1;PSMD2;CHMP1B;PSMD3;PSMD1;PSMF1;DCAF11;RFFL;UBQLN4;RNF20;KLHDC3;UBE2H;SIAH2;AMFR;SIAH1;RAD23A;ARMC8;FBXO11;PSMA6;RNF144B;RNF126;CDC34;UBE2R2;RNF149;GID8;CHMP2A;PLAA;CHMP3;TRIP12;RBCK1;UBE2K;CHMP5
GO_Biological_Process_2023,Negative Regulation Of Programmed Cell Death (GO:0043069),9.562078956839269e-13,4.947692854524547e-10,0,0,3.7702069962091356,104.34349871196572,GSK3B;BECN1;ZFAND6;GLO1;HPN;TAF9;IFI6;PSEN2;FHL2;VTCN1;PEPD;TM7SF3;IFIT3;HSP90B1;HSPD1;PRDX3;SOCS2;ERBB2;PAK2;IER3;TFAP2A;OPN3;TSC22D1;GPX4;API5;WFS1;SIAH2;BNIP3;DHCR24;DHRS2;PRLR;RNF144B;GOLPH3;PPT1;TAX1BP1;PPIF;BCL2;BIRC6;NUPR1;ZNF830;IL6ST;PTMA;CARD14;NAIP;CD44;BCL2L2
GO_Biological_Process_2023,Regulation Of Cell Population Proliferation (GO:0042127),2.5679804604953476e-12,1.1626531534892686e-09,0,0,2.7710141965926782,73.95255348755381,IFITM1;BTG1;CDC73;IFIT3;RERG;ING5;STK11;SOX4;TSC22D1;IGFBP3;ACTL6A;ADRA2A;NME1;SULT2B1;SFRP4;RNF126;AZGP1;CEACAM6;BIRC6;SGK3;NUPR2;STAMBP;ARHGEF2;CD47;NUPR1;IRF6;IL6ST;EAPP;GAS8;SHANK2;TSPYL5;TOB1;PRDX3;SLC9A3R1;RAB25;EPCAM;TMEM127;NACC1;ZNF703;LMNA;ERBB2;S100A13;SMYD2;SSR1;SH3BP4;STAT6;HES1;TRPM4;STAT5A;TFAP2A;JUN;JUND;STAT1;CNBP;MEAK7;EIF2AK2;DHRS2;SLURP1;SQLE;DLG3;GID8;DNAJA2;BCL2;INSM1;CALR;COPS8;FGFR4;COPS9;BNIPL
GO_Biological_Process_2023,Regulation Of Transcription By RNA Polymerase II (GO:0006357),3.3352909037318796e-12,1.3422692948129854e-09,0,0,2.0252057064199938,53.51902004876918,ATF2;ZNF692;ZNF296;ZMYND8;FOXI1;HNRNPU;ARID4B;NR3C1;BACH1;DCAF6;CHCHD2;SALL2;ZNF83;MYB;RUVBL1;TRIM27;SOX4;ZNF322;ZNF165;SP110;FOXP1;PRKAR1A;NUPR2;ATF6;HOMEZ;URI1;DHX9;SUPT4H1;GATA2;PCBP1;TPR;NACC1;SMYD2;MBIP;RREB1;HEXIM1;TFAP2A;STAT5A;JUN;JUND;WFS1;ESRRB;CBX1;EAF2;IRF2BP2;HOPX;NFATC4;NR2F6;FOSL2;NFKBIA;DLG1;TFCP2;TMEM98;SP6;CALR;SP140L;ZNF652;NFE2L1;MESP2;MESP1;CSRNP2;CHD8;MAGEF1;FHL2;HMGB3;LITAF;CDC73;PPP1R13L;LRRFIP1;TEAD2;TGIF1;BRD3;ACTR3;ACTR2;HSBP1;DNMT3A;ACTL6A;BAZ1A;PARP9;ETV3;ZFX;ADRA2A;ETV6;TOX4;TOX3;PLSCR1;IMPACT;ELF3;AEBP2;NFX1;THRAP3;TET3;IRF6;ARHGEF2;PTMA;IRF9;SP100;NFIX;CEBPD;TAF9;FOXK2;WIZ;BARX1;PURB;EPCAM;CREG1;PCGF1;HES1;STAT6;E2F5;MEF2D;SF3B1;MTA3;RNF20;IRX2;STAT1;IRX3;CNBP;PCGF3;ELP2;NR1H3;GRHL1;GRHL2;KLF2;KLF8;APEX1;ZNF219;KLF9;ZNF217;HDGF;PKN1;INSM1;TRIM33;FRK
GO_Biological_Process_2023,Regulation Of DNA-templated Transcription (GO:0006355),7.970937658309053e-12,2.887073619839539e-09,0,0,2.0300182290039923,51.87756037878826,ATF2;ZNF692;ZNF296;FOXI1;ARID4B;NR3C1;BACH1;SALL2;CDH1;ZNF83;MYB;RUVBL1;SOX4;ZNF322;ZNF165;SP110;THOC1;ILF2;FOXP1;PRKAR1A;NUPR2;ATF6;HOMEZ;INO80B;URI1;CRABP2;MEAF6;DHX9;SUPT4H1;CREBL2;ZNF703;NACC1;MBIP;RREB1;ZNF146;SNX6;HEXIM1;TFAP2A;STAT5A;JUN;JUND;ESRRB;IRF2BP2;HOPX;NFATC4;FOSL2;GON4L;TFCP2;TMEM98;SP6;CALR;ZNF138;SP140L;ZNF652;NFE2L1;MESP2;MESP1;CSRNP2;BTG1;CHD8;HMGB3;ING5;SUMO1;YWHAQ;PPP1R13L;LRRFIP1;TEAD2;ARHGEF11;BRD3;PRMT5;DNMT3A;ACTL6A;RHOH;GLRX2;BAZ1A;PARP9;ETV3;ZFX;UCHL5;ADRA2A;MLF2;ETV6;TOX4;TOX3;ELF3;AEBP2;THRAP3;TERF2IP;IRF6;IRF9;SP100;MYCBP;NFIX;CEBPD;TAF9;FOXK2;WIZ;PBXIP1;BARX1;ACVR1B;PURB;CREG1;ATXN1L;NSD2;PCGF1;HES1;STAT6;E2F5;MTA3;RNF20;IRX2;STAT1;IRX3;CNBP;PCGF3;ELP2;NR1H3;GRHL1;GRHL2;KLF2;KLF8;CENPF;ZNF219;KLF9;PDCD4;ZNF217;PKN1;TRIM33
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),1.1826685318894124e-11,3.894204929548592e-09,0,0,3.100122092064016,78.00112619431,IFITM1;BTG1;MIA3;SPINT2;CDC73;IFIT3;RERG;ING5;STK11;CHMP1B;SOX4;IGFBP3;APLP2;ACTL6A;NME1;RHOB;SULT2B1;VAMP8;SFRP4;AZGP1;TXNIP;CHMP3;NUPR2;NUPR1;IRF6;GAS8;CHMP5;EI24;TACSTD2;ACVR1B;TOB1;RTN4;SLC9A3R1;TMEM127;LMNA;SMYD2;PLXNA1;SH3BP4;PLXNA4;TFAP2A;WFS1;EIF2AK2;NR1H3;DHRS2;HOPX;SLURP1;TMEM98;DLG3;LPCAT3;PPT1;CHMP2A;INSM1;COPS8;BNIPL
GO_Biological_Process_2023,Protein Localization (GO:0008104),4.542163561719195e-11,1.3709763683789104e-08,0,0,3.622544052278993,86.2710045874911,C17ORF75;COPA;RAB5C;TMED10;WDR45B;CLTC;TIMM50;ODR4;GRPEL1;SUMO1;MYO6;KIF13A;STX6;TIMM17A;TMED2;SNX9;SPTSSA;ABCD1;ARL5A;SNX6;ERBIN;ASPSCR1;SHROOM3;AP3B1;WIPI1;WIPI2;PEX13;TM9SF2;REEP1;ANO1;TM9SF1;ARL4D;RRAGA;OCLN;CTTN;HEATR5A;APEX1;RAB3GAP2;ATG4B;LAMTOR2;ARHGEF2
GO_Biological_Process_2023,Organelle Organization (GO:0006996),1.6442965449254978e-10,4.5812631428616564e-08,0,0,3.2811255618409585,73.91896278679813,TMED10;PEX11A;ATL2;CDCA8;TOR1AIP2;MIA3;AUP1;SIPA1L3;PRDX3;SLC9A3R1;CHCHD2;RHOT1;SMPD4;MSTO1;CHMP1B;LONP2;TMED2;DNM1L;ABCD1;RAB8A;RAB2B;MREG;PEX19;ATP8B2;MTX2;HPS3;PRPF40A;NIPSNAP2;GAK;VMP1;GOLPH3;VAPA;DOP1B;GORASP2;CHMP2A;CHMP3;REEP6;TMCC1;OBSL1;PPIA;ZNF135;NECTIN2;RAB7A;CHMP5
GO_Biological_Process_2023,Negative Regulation Of Apoptotic Process (GO:0043066),2.147416090437199e-10,5.555672199688239e-08,0,0,3.062556305069104,68.17735942882273,GSK3B;GLO1;ZFAND6;HPN;TAF9;FHL2;IFI6;PSEN2;PIK3R3;VTCN1;IFIT3;HSP90B1;HSPD1;PRDX3;SOCS2;ERBB2;PAK2;IER3;SNX6;TFAP2A;OPN3;TSC22D1;API5;WFS1;SIAH2;BNIP3;DHCR24;DHRS2;PRLR;NFATC4;RNF144B;TOX3;GOLPH3;PIK3CA;CEACAM6;PPT1;BCL2;TAX1BP1;PPIF;BIRC6;NUPR1;IL6ST;ZNF830;PTMA;CARD14;BCL2L2;NAIP;CD44
GO_Biological_Process_2023,Response To Endoplasmic Reticulum Stress (GO:0034976),6.123394008446147e-10,1.4785955399061297e-07,0,0,6.2020332608567905,131.56828640148296,EIF2B5;GSK3B;MBTPS1;JUN;WFS1;UBA5;CCDC47;ITPR1;PDIA6;PDIA4;HSP90B1;TMCO1;ERLEC1;GORASP2;TMEM33;DNAJC10;BCL2;UFC1;ERP27;P4HB;ATF6
GO_Biological_Process_2023,Protein Localization To Organelle (GO:0033365),3.3099551782970345e-09,7.492911034869912e-07,0,0,5.279993993010048,103.09891138317607,TIA1;DHX9;DDX1;CCDC47;RAP1GDS1;IFT122;GCC2;ISG15;AUP1;IPO4;TSPAN10;GAK;VAPA;LMNA;CALR;GET3;GBP2;OBSL1;ATP6V1D;GBP1;RAB8A;SGCG
GO_Biological_Process_2023,Vesicle-Mediated Transport (GO:0016192),3.573291935266913e-09,7.613213758551035e-07,0,0,3.075909732683757,59.82576315684878,BECN1;RAB5C;TMED10;GOSR1;DPY30;MIA3;AP1G2;SCRN1;RAB25;AP1G1;CHMP1B;MYO6;KIF13A;STX6;TMED2;SNX9;CHML;ARL5A;CYTH1;VPS16;RAB2B;RALBP1;RAB4B;M6PR;CCZ1;AP3B1;COMMD1;AP2B1;SYT7;RHOB;VAMP8;RAB10;ARL4D;HEATR5A;VPS41;CHMP2A;CHMP3;TMCC1;RHOV;RAB7A;CHMP5
GO_Biological_Process_2023,Negative Regulation Of Cell Population Proliferation (GO:0008285),4.27054861494371e-09,8.593292824070065e-07,0,0,3.15993033298237,60.8966717864255,IFITM1;BTG1;HPN;GATA2;TOB1;IFIT3;CDC73;RERG;ING5;SLC9A3R1;STK11;TMEM127;LMNA;SMYD2;SH3BP4;APOD;HES1;SOX4;TFAP2A;IGFBP5;APLP2;IGFBP3;TINF2;EIF2AK2;DHRS2;SLURP1;NME1;SULT2B1;SFRP4;AZGP1;DLG3;NF1;NUPR2;NUPR1;IRF6;INSM1;COPS8;GAS8;BNIPL
GO_Biological_Process_2023,Plasma Membrane Organization (GO:0007009),5.109182278602077e-09,9.739714848998275e-07,0,0,7.657099369428137,146.19107525900182,COLEC12;MYOF;DMKN;SYT7;SLC9A3R1;UGCG;PLSCR1;SERP1;CHMP1B;CHMP2A;CHMP3;SNX9;ABCD1;SPTBN1;ARL8B;CHMP5
GO_Biological_Process_2023,Endomembrane System Organization (GO:0010256),7.04187873372219e-09,1.2752842386770886e-06,0,0,4.2682085141403565,80.12021019185704,TMED10;ATL2;TOR1AIP2;MIA3;LAPTM4B;SLC9A3R1;SERP1;SMPD4;LMNA;TMED2;DNM1L;SPTBN1;RAB8A;RAB2B;ARFGEF2;ATP8B2;GAK;VMP1;GOLPH3;VAPA;GORASP2;DOP1B;REEP3;TMCC1;REEP6;OBSL1
GO_Biological_Process_2023,Protein Modification Process (GO:0036211),8.394552700178871e-09,1.44786047047847e-06,0,0,2.440134923643716,45.375975101338994,PIGS;PTPRT;GSK3B;GSK3A;DUSP16;PPP1CB;DUSP11;ING5;DUSP12;STK11;SERP1;DSP;DUSP5;IGFBP3;STRADB;ALG3;PPP2R5A;WIPI1;WIPI2;PPP4R3B;FBXO11;RABGGTA;SUMF1;CDC34;DAD1;FAM20B;ATG4B;BIRC6;SGK3;TRIB2;BECN1;CSTA;MEAF6;WDR45B;TAF9;WNK4;CDCA8;NEDD8;MTMR4;ACVR1B;PPM1G;TIMM50;UGCG;PDPR;ERBB2;ST3GAL1;PAK2;UBE2F;YES1;MAP3K1;EIF2AK2;TMEM59;TAOK3;MGAT4A;COQ8A;PKN1;COPS8;MAP3K13
GO_Biological_Process_2023,RNA Processing (GO:0006396),1.0053727164168168e-08,1.6552090813007774e-06,0,0,4.340131009763935,79.9249118424809,TUT7;FASTKD2;HNRNPU;ADAR;TENT4B;DUSP11;RBM4;EXOSC6;EXOSC5;PABPN1;RSRC1;SF3B1;BCAS2;IVNS1ABP;SF3A3;METTL3;THOC1;LSM5;FBXO11;SMU1;HNRNPUL1;SNRPG;PPIG;HNRNPC;ZNF830
GO_Biological_Process_2023,Intracellular Protein Transport (GO:0006886),1.0554021073114536e-08,1.6620288837748196e-06,0,0,3.282939189189189,60.296952588501576,RTN2;C17ORF75;COPA;RAB5C;TMED10;CLTC;MAIP1;IPO4;TIMM50;IPO9;GRPEL1;MYO6;KIF13A;TPR;STX6;TIMM17A;TMED2;SNX9;ARL5A;CACNG4;SNX6;KPNA1;STRADB;APLP2;ASPSCR1;AP3B1;NUTF2;OXA1L;ARL4D;CTTN;APEX1;RAB3GAP2;CALR;ARHGEF2;RAB7A
GO_Biological_Process_2023,Defense Response To Virus (GO:0051607),1.4113945669431037e-08,2.130029633944967e-06,0,0,4.257359716766089,76.95647050802775,IFITM1;IFI6;IFIT1;IFI44L;IFIT3;IFIT2;IFIH1;TRIM8;RNF135;EXOSC5;DHX58;GBP2;RAB2B;STAT1;BNIP3;EIF2AK2;ISG15;ISG20;NT5C3A;AGBL5;PLSCR1;OAS1;OAS2;BCL2;CHMP3
GO_Biological_Process_2023,Cytosolic Transport (GO:0016482),1.739070606337981e-08,2.422695682756008e-06,0,0,5.264032330489448,94.05420229373269,BECN1;TMEM87B;DCTN1;CLTC;GOSR1;GCC2;SYT7;BAIAP3;GAK;RNF126;CCDC91;HEATR5A;KIF16B;AP1G1;DOP1B;STX6;TRIM27;TBC1D17;SNX6;RAB7A
GO_Biological_Process_2023,Vesicle Fusion (GO:0006906),1.7390968457111044e-08,2.422695682756008e-06,0,0,6.914911376245888,123.55089850950425,YIPF4;GOSR1;SYT7;NKD2;VAMP8;CHMP1B;VPS41;STX6;CHMP2A;CHMP3;SEC22B;RAB8A;ARL8B;CHMP5;RAB7A;VPS16
GO_Biological_Process_2023,Regulation Of Translation (GO:0006417),2.0739991836806592e-08,2.782231497515314e-06,0,0,4.021763274804315,71.14982660231522,DHX9;DDX1;MSI2;BZW1;TOB1;GIGYF2;RBM4;RIDA;ERBB2;METTL5;SOX4;EIF5B;TIA1;IGFBP5;METTL3;CIRBP;EIF2AK2;ELP2;LRPPRC;IMPACT;CSDE1;CAPRIN1;EIF3H;CALR;EIF4E2;EIF3B
GO_Biological_Process_2023,Protein-Containing Complex Assembly (GO:0065003),2.1996287064197963e-08,2.8453768480901796e-06,0,0,3.243445447803516,57.18970211001997,BECN1;PSMD11;TMED10;DHX9;CLTC;SRP54;CAPG;HSPD1;SLC9A3R1;TMED2;SNX9;HES1;DNM1L;GBP1;TEAD2;MAGI1;TRAPPC3;GPX4;NIFK;PRLR;HOPX;CD2AP;GAK;VAMP8;NT5C3A;COX7A2L;OCLN;CENPF;TRAPPC6A;CHMP2A;CHMP3;PSMG2;MAPT;PFDN6
GO_Biological_Process_2023,Endosomal Transport (GO:0016197),2.5298200411857234e-08,3.159657996267135e-06,0,0,4.274109307019057,74.76499627662326,TMEM87B;DCTN1;CLTC;GOSR1;DPY30;GCC2;BAIAP3;RAB10;LAPTM4B;SNX4;RNF126;HEATR5A;CHMP1B;CHMP2A;STX6;CHMP3;SNX9;TRIM27;TMCC1;TBC1D17;RAB11FIP4;SNX6;VPS16;RAB7A
GO_Biological_Process_2023,Macroautophagy (GO:0016236),3.206710060410901e-08,3.8715679462694275e-06,0,0,5.679232424677188,97.99762729240105,BECN1;GABARAPL1;CALCOCO2;UBA5;EI24;WIPI2;VAMP8;CHMP1B;NBR1;VPS41;CHMP2A;PLAA;ATG4B;CHMP3;CALR;ARL8B;VPS16;CHMP5
GO_Biological_Process_2023,Mitochondrion Organization (GO:0007005),5.746973151744361e-08,6.714689276005831e-06,0,0,4.4103678853439225,73.5296861805534,PNPT1;MTX2;BNIP3;TOMM20;HK2;IFIT2;TIMM50;NIPSNAP2;HSPD1;PRDX3;OXA1L;CHCHD2;COX7A2L;RHOT1;MSTO1;APEX1;TIMM17A;MFN1;TOMM7;NDUFS1;DNM1L;TOMM5
GO_Biological_Process_2023,Defense Response To Symbiont (GO:0140546),6.347050328030357e-08,7.18406759003936e-06,0,0,4.584322420764314,75.9745568801878,RAB2B;IFITM1;STAT1;BNIP3;IFI6;EIF2AK2;ISG15;IFIT1;IFI44L;IFIT3;IFIT2;ISG20;IFIH1;NT5C3A;AGBL5;PLSCR1;EXOSC5;OAS1;OAS2;BCL2;GBP2
GO_Biological_Process_2023,Negative Regulation Of DNA-templated Transcription (GO:0045892),1.1373561830460387e-07,1.2483345742402278e-05,0,0,2.061893028342896,32.96841015934525,ATF2;MESP1;ZNF692;ZC3H4;CHD8;ZMYND8;MAGEF1;FHL2;HNRNPU;ARID4B;NR3C1;BACH1;CDC73;SUMO1;YWHAQ;MYB;TRIM27;LRRFIP1;SOX4;TGIF1;HSBP1;DNMT3A;PARP9;FOXP1;ETV6;IMPACT;ELF3;NFX1;NUPR2;URI1;SP100;NFIX;SUPT4H1;FOXK2;PBXIP1;GATA2;ZNF703;NACC1;TPR;SMYD2;PCGF1;HES1;MTA3;RREB1;SNX6;HEXIM1;TFAP2A;IRX2;JUN;JUND;STAT1;WFS1;CNBP;IRX3;CBX1;IRF2BP2;NR1H3;KLF2;NR2F6;NFATC4;KLF8;CENPF;DLG1;ZNF219;PDCD4;ZNF217;HDGF;CALR;INSM1;FRK;TRIM33
GO_Biological_Process_2023,Modification-Dependent Protein Catabolic Process (GO:0019941),1.3715826924519173e-07,1.4611389741355425e-05,0,0,3.8628531604478638,61.04130907909645,RNF20;UBE2H;PSMD11;PSMD14;PPP1R11;SIAH2;SIAH1;NEDD4L;FBXO45;ISG15;NEDD8;FBXO11;RNF144B;RNF126;CDC34;UBE2R2;RNF149;PSMD3;TRIP12;PSMF1;RFFL;UBE2K;UBQLN4;PCYOX1
GO_Biological_Process_2023,Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),1.5584054915840641e-07,1.5845577944524268e-05,0,0,2.682824552291919,42.0517522823373,ATF2;BTG1;MYCBP;CRABP2;MEAF6;TAF9;SUPT4H1;FOXK2;CREBL2;NR3C1;ACVR1B;BACH1;ING5;MYB;NSD2;RUVBL1;ATXN1L;ZNF703;MBIP;PCGF1;RREB1;ZNF146;TEAD2;SOX4;RNF20;PRMT5;CNBP;ACTL6A;ESRRB;RHOH;BAZ1A;ACTN4;GLRX2;MLF2;GON4L;ZNF219;ZNF217;TERF2IP;ZNF138;CALR
GO_Biological_Process_2023,Lysosomal Transport (GO:0007041),1.574933202658403e-07,1.5845577944524268e-05,0,0,5.3596344249809595,83.95268543331638,BECN1;M6PR;GCC2;RHOB;GAK;CCDC91;AP1G1;CHMP1B;KIF13A;VPS41;CHMP2A;CHMP3;TMEM106B;ARL8B;VPS16;CHMP5;RAB7A
GO_Biological_Process_2023,"mRNA Splicing, Via Spliceosome (GO:0000398)",1.807625152679213e-07,1.7695184602713808e-05,0,0,3.673136109540858,57.029411469846615,DHX9;SF3B6;DDX1;HNRNPU;CASC3;RBM4;ZMAT2;RSRC1;SNIP1;SF3B1;BCAS2;SF3A3;PRMT5;HNRNPA3;METTL3;PRPF40A;LSM5;SMU1;SDE2;SNRPG;STRAP;SNRPE;HNRNPC;GEMIN7;SNRNP200
GO_Biological_Process_2023,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122),1.913640392860118e-07,1.8240014481419334e-05,0,0,2.224330931549151,34.40837149535096,ATF2;ZNF692;ZMYND8;CHD8;MAGEF1;FHL2;HNRNPU;ARID4B;NR3C1;BACH1;CDC73;MYB;TRIM27;LRRFIP1;SOX4;TGIF1;HSBP1;DNMT3A;PARP9;ETV6;IMPACT;NFX1;NUPR2;URI1;SP100;NFIX;SUPT4H1;GATA2;TPR;SMYD2;PCGF1;HES1;RREB1;MTA3;HEXIM1;TFAP2A;IRX2;JUN;JUND;STAT1;WFS1;CNBP;IRX3;CBX1;IRF2BP2;NR1H3;KLF2;NR2F6;KLF8;DLG1;ZNF219;ZNF217;HDGF;INSM1;CALR;FRK;TRIM33
GO_Biological_Process_2023,Negative Regulation Of Amide Metabolic Process (GO:0034249),1.9774938250527979e-07,1.8365340088054446e-05,0,0,5.638868861651846,87.04307603869918,RTN2;RTN3;TIA1;IGFBP5;EIF2AK2;ORMDL1;TOB1;GIGYF2;RTN4;RBM4;RIDA;APEX1;CAPRIN1;ORMDL3;CALR;EIF4E2
GO_Biological_Process_2023,Apoptotic Mitochondrial Changes (GO:0008637),2.2938815855536293e-07,2.0771097757188112e-05,0,0,11.125946969696969,170.09181119314476,GGCT;BNIP3;IFI6;BCL2;NDUFS1;DNM1L;HK2;HSPD1;IFIT2;TIMM50
GO_Biological_Process_2023,Negative Regulation Of Viral Process (GO:0048525),2.351790813407927e-07,2.0776064210154906e-05,0,0,7.24340356871678,110.55547880097929,HEXIM1;IFITM1;STAT1;EIF2AK2;ISG15;IFIT1;IFIH1;ISG20;PLSCR1;OAS1;OAS2;TRIM27;PPIA
GO_Biological_Process_2023,Negative Regulation Of Intracellular Signal Transduction (GO:1902532),2.474419101055059e-07,2.133891900957482e-05,0,0,3.496342024539877,53.186669510077586,URI1;GSK3A;ITPR1;PEBP1;ADIPOR1;DUSP16;SLC9A3R1;DEPTOR;TMEM127;TSPAN6;SH3BP4;RFFL;PHLDA3;DUSP5;STAT1;SORD;RHOH;CD2AP;CDC34;MYADM;PPIF;BCL2;NF1;STAMBP;BCL2L2;SHANK2
GO_Biological_Process_2023,Mitochondrial Transport (GO:0006839),2.7093788360029464e-07,2.2821791032564355e-05,0,0,8.019195751138088,121.26127620861425,SLC25A16;OXA1L;MTX2;BNIP3;FLVCR1;TIMM17A;PPIF;BCL2;TOMM7;MAIP1;TOMM20;TOMM5
GO_Biological_Process_2023,Glucose Homeostasis (GO:0042593),3.3110935142128055e-07,2.725631979199723e-05,0,0,5.8194742932716155,86.83131183493894,SLC30A8;WFS1;APLP2;ASPSCR1;FOXK2;ADIPOR1;HK2;ADRA2A;BACE2;STK11;OAS1;FFAR2;SELENOT;FGFR4;SOX4
GO_Biological_Process_2023,Mitochondrial Translation (GO:0032543),4.194846937838544e-07,3.348526976263852e-05,0,0,5.290038897344833,77.68019442203531,GADD45GIP1;PTCD3;MRPS15;FASTKD2;MRPL19;MRPL14;MRPL45;MRPL24;MRPL35;MRPL33;MRPL44;MRPL52;MRPL3;MRPL53;IARS2;DAP3
GO_Biological_Process_2023,Protein N-linked Glycosylation (GO:0006487),4.252684729655913e-07,3.348526976263852e-05,0,0,6.816740363571396,100.00529739116187,DPAGT1;OST4;ST6GAL1;B4GALT1;TUSC3;SRD5A3;ALG3;MAGT1;DAD1;PSMD2;MGAT4A;ST3GAL1;UGGT1
GO_Biological_Process_2023,Protein Polyubiquitination (GO:0000209),5.280439694430662e-07,4.069309058133587e-05,0,0,3.445918066607722,49.80759705285588,RNF31;ANAPC13;NEDD4L;FBXO45;DDA1;TRIM8;RNF135;ZNRF1;ZNRF2;HECTD1;TRIM27;RFFL;TRIM45;RNF20;UBE2H;AMFR;RNF144B;RNF126;CDC34;UBE2R2;TRAF5;BCL2;TRIP12;RBCK1;UBE2K
GO_Biological_Process_2023,Small GTPase Mediated Signal Transduction (GO:0007264),5.501316618353457e-07,4.151201831599213e-05,0,0,4.8452382881496,69.8349437126044,RALBP1;ARHGAP8;SIAH2;HACD3;RERG;ADRA2A;ARHGAP32;NRAS;RIT1;CCDC88C;NF1;GRB2;SHOC2;RAC1;RGL2;NUCB2;RALGPS2
GO_Biological_Process_2023,Endoplasmic Reticulum Tubular Network Organization (GO:0071786),7.061314377868602e-07,5.219608301355118e-05,0,0,20.73015873015873,293.6108660988524,RAB10;REEP1;RTN3;TMEM33;REEP3;ATL2;RTN4
GO_Biological_Process_2023,Mitochondrial Gene Expression (GO:0140053),8.462003416025343e-07,6.129875274568758e-05,0,0,4.98177055679445,69.65765510849677,GADD45GIP1;PTCD3;MRPS15;FASTKD2;MRPL19;MRPL14;MRPL45;MRPL24;MRPL35;MRPL33;MRPL44;MRPL52;MRPL3;MRPL53;IARS2;DAP3
