Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Peroxisome Organization (GO:0007031),0.010316845193895552,0.06416171788173998,0,0,5.316892911010558,24.319347289712326,PEX19;PEX11A;LONP2;DNM1L
GO_Biological_Process_2023,Positive Regulation Of Lipid Metabolic Process (GO:0045834),0.010316845193895552,0.06416171788173998,0,0,5.316892911010558,24.319347289712326,EEF1A2;NR1H3;CREBL2;FLNB
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800),0.010316845193895552,0.06416171788173998,0,0,5.316892911010558,24.319347289712326,CAB39;CALM3;CALM2;UBE2K
GO_Biological_Process_2023,Regulation Of Cell Size (GO:0008361),0.010316845193895552,0.06416171788173998,0,0,5.316892911010558,24.319347289712326,VAV3;SLC9A3R1;DEPTOR;RAC1
GO_Biological_Process_2023,Regulation Of Lysosomal Lumen pH (GO:0035751),0.010316845193895552,0.06416171788173998,0,0,5.316892911010558,24.319347289712326,ATP6AP2;PPT1;TMEM9;ATP6V1D
GO_Biological_Process_2023,Stress Granule Assembly (GO:0034063),0.010316845193895552,0.06416171788173998,0,0,5.316892911010558,24.319347289712326,TIA1;CSDE1;CIRBP;MAPT
GO_Biological_Process_2023,Transcription By RNA Polymerase II (GO:0006366),0.010336823483445012,0.06416171788173998,0,0,2.109267940858276,9.643663014841025,SUPT16H;NFIX;TSC22D1;CEBPD;TAF9;SUPT4H1;EAF2;ELP2;NR1H3;CDC73;TFCP2;NFX1;RREB1;IRF9
GO_Biological_Process_2023,Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056),0.010383581737282604,0.06416171788173998,0,0,2.4896629849900878,11.371608878463368,ARHGEF11;VAV3;PREX1;ARHGAP32;RALBP1;ARHGAP8;SPATA13;PLEKHG4B;ARHGEF2;CD2AP
GO_Biological_Process_2023,Cellular Response To Interleukin-4 (GO:0071353),0.010417831503134637,0.06416171788173998,0,0,7.971590052750565,36.384221272747475,STAT5A;IL4R;STAT6
GO_Biological_Process_2023,Negative Regulation Of Translational Initiation (GO:0045947),0.010417831503134637,0.06416171788173998,0,0,7.971590052750565,36.384221272747475,RBM4;TPR;EIF2AK2
GO_Biological_Process_2023,Positive Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035774),0.010417831503134637,0.06416171788173998,0,0,7.971590052750565,36.384221272747475,ANO1;BAIAP3;TRPM4
GO_Biological_Process_2023,Positive Regulation Of Response To Cytokine Stimulus (GO:0060760),0.010417831503134637,0.06416171788173998,0,0,7.971590052750565,36.384221272747475,IFIH1;DHX9;TAF9
GO_Biological_Process_2023,Regulation Of Fatty Acid Beta-Oxidation (GO:0031998),0.010417831503134637,0.06416171788173998,0,0,7.971590052750565,36.384221272747475,LONP2;MTLN;ABCD1
GO_Biological_Process_2023,Regulation Of Lamellipodium Organization (GO:1902743),0.010417831503134637,0.06416171788173998,0,0,7.971590052750565,36.384221272747475,TWF1;RAC1;CD44
GO_Biological_Process_2023,Regulation Of Phosphate Metabolic Process (GO:0019220),0.010417831503134637,0.06416171788173998,0,0,7.971590052750565,36.384221272747475,RAD17;SMG7;CD24
GO_Biological_Process_2023,Melanosome Organization (GO:0032438),0.010433807794683836,0.06416171788173998,0,0,4.155542452830189,18.960510153452447,BACE2;AP1G1;KIF13A;HPS3;AP3B1
GO_Biological_Process_2023,Positive Regulation Of Exocytosis (GO:0045921),0.010433807794683836,0.06416171788173998,0,0,4.155542452830189,18.960510153452447,RAB2B;SDC4;CHMP2A;SDC1;RAB7A
GO_Biological_Process_2023,Vascular Transport (GO:0010232),0.010589455554209589,0.06500848816499513,0,0,2.83981845688351,12.91520051157602,SLC5A6;SLC7A5;SLC9A3R1;SLC27A1;SLC38A1;SLC7A8;SLC1A2;SLC29A1
GO_Biological_Process_2023,Negative Regulation Of MAPK Cascade (GO:0043409),0.010666148958373681,0.06536851358245258,0,0,2.633868780727221,11.959555825156455,SLC9A3R1;DUSP5;DLG1;PSCA;NF1;PEBP1;PPIA;DUSP16;GBP1
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production (GO:0001819),0.010718006837620975,0.06557294918537311,0,0,1.8288716929833735,8.295451219119622,RAB2B;TMED10;DHX9;CXCL17;EIF2AK2;ISG15;AGPAT1;ADRA2A;FOXP1;HSPD1;IFIH1;SLC7A5;PNP;DHX58;S100A13;FFAR2;TRIM27;ARHGEF2;IL6ST;SPTBN1
GO_Biological_Process_2023,Negative Regulation Of Cellular Catabolic Process (GO:0031330),0.010753818833824303,0.06557294918537311,0,0,3.1050264550264552,14.073514855113999,GSK3A;RRAGA;APOC1;BCL2;FOXK2;TRIM27;NUPR1
GO_Biological_Process_2023,Skin Development (GO:0043588),0.010753818833824303,0.06557294918537311,0,0,3.1050264550264552,14.073514855113999,RYR1;DSP;UGCG;CSTA;OPN3;TXNIP;DHCR24
GO_Biological_Process_2023,Positive Regulation Of Angiogenesis (GO:0045766),0.010986745248104206,0.06688065762795535,0,0,2.466540404040404,11.126725839484303,PDCL3;SMOC2;ECM1;RAMP2;BTG1;LRG1;S100A1;GATA2;HK2;RHOB
GO_Biological_Process_2023,Negative Regulation Of Response To Stimulus (GO:0048585),0.011142220089219812,0.06748682468754875,0,0,3.470215420990411,15.605606548546005,WFS1;APLP2;IGFBP3;LPCAT3;NR1H3;ADRA2A
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance (GO:0032206),0.011142220089219812,0.06748682468754875,0,0,3.470215420990411,15.605606548546005,INO80B;RUVBL1;ACTL6A;TINF2;TERF2IP;UCHL5
GO_Biological_Process_2023,Protein K63-linked Ubiquitination (GO:0070534),0.011142220089219812,0.06748682468754875,0,0,3.470215420990411,15.605606548546005,TRIM8;RNF135;RNF126;HECTD1;TRAF5;TRIM27
GO_Biological_Process_2023,Positive Regulation Of Cell Growth (GO:0030307),0.011343220328792354,0.06760464186540584,0,0,2.605165717671066,11.668889054637432,RUFY3;HPN;ERBB2;BCL2;PLAA;NEDD4L;MAPT;MAP3K13;S100A9
GO_Biological_Process_2023,Negative Regulation Of Cytokine Production (GO:0001818),0.011350420511897672,0.06760464186540584,0,0,2.152596009187076,9.640402273811063,PPP1R11;APLP2;C5AR2;INHBB;DHX58;NPTN;PDCD4;APOD;TRIM27;RAC1;XAF1;TRIB2;GBP1
GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),0.011350420511897672,0.06760464186540584,0,0,2.152596009187076,9.640402273811063,SLC27A1;OPN3;ELOVL5;METTL3;CIRBP;NR1H3;ASS1;KLF2;SMOC2;ERBB2;METTL5;FGFR4;SOX4
GO_Biological_Process_2023,Phospholipid Metabolic Process (GO:0006644),0.011622109291227511,0.06760464186540584,0,0,3.0540376442015784,13.605267448937568,PIP4P1;GPX4;PLPPR3;PLAA;MBOAT2;AGPAT1;PLPP2
GO_Biological_Process_2023,Cellular Response To Type I Interferon (GO:0071357),0.011663286040067139,0.06760464186540584,0,0,4.029502572898799,17.93656234217844,IFITM1;SP100;STAT1;OAS2;IFIT1
GO_Biological_Process_2023,Organelle Transport Along Microtubule (GO:0072384),0.011663286040067139,0.06760464186540584,0,0,4.029502572898799,17.93656234217844,RHOT1;MAP1S;COPG1;MAPT;LRPPRC
GO_Biological_Process_2023,Positive Regulation Of Axonogenesis (GO:0050772),0.011663286040067139,0.06760464186540584,0,0,4.029502572898799,17.93656234217844,RUFY3;PLXNA1;MAPT;MAP3K13;PLXNA4
GO_Biological_Process_2023,Positive Regulation Of Myoblast Differentiation (GO:0045663),0.011663286040067139,0.06760464186540584,0,0,4.029502572898799,17.93656234217844,BTG1;IGFBP3;ACTL6A;RBM24;SOX4
GO_Biological_Process_2023,Response To Peptide (GO:1901652),0.011663286040067139,0.06760464186540584,0,0,4.029502572898799,17.93656234217844,EIF2B5;STAT5A;STAT1;ERBIN;STAT6
GO_Biological_Process_2023,Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),0.011663286040067139,0.06760464186540584,0,0,4.029502572898799,17.93656234217844,NFKBIA;RRAGA;STAT1;TRAF5;CARD14
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),0.01185283716144884,0.06760464186540584,0,0,1.5917308308916205,7.059625507700339,MESP1;INO80B;SP100;MEAF6;CHD8;TAF9;FOXK2;CREBL2;CDH1;MYB;RUVBL1;RREB1;MTA3;TEAD2;SOX4;RNF20;TFAP2A;ARHGEF11;JUN;STAT1;CNBP;ACTL6A;ESRRB;NR1H3;PARP9;ILF2;KLF2;UCHL5;TMEM98;THRAP3;IRF6
GO_Biological_Process_2023,Negative Regulation Of Intracellular Protein Transport (GO:0090317),0.01193520970067181,0.06760464186540584,0,0,5.063563887093299,22.422789819923434,S100G;SP100;SUMO1;APOD
GO_Biological_Process_2023,Negative Regulation Of Protein Localization To Membrane (GO:1905476),0.01193520970067181,0.06760464186540584,0,0,5.063563887093299,22.422789819923434,TMEM59;CLTC;PPP2R5A;GBP1
GO_Biological_Process_2023,Negative Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904357),0.01193520970067181,0.06760464186540584,0,0,5.063563887093299,22.422789819923434,TINF2;HNRNPU;HNRNPC;TENT4B
GO_Biological_Process_2023,Organelle Membrane Fusion (GO:0090174),0.01193520970067181,0.06760464186540584,0,0,5.063563887093299,22.422789819923434,VAMP8;GOSR1;STX6;SYT7
GO_Biological_Process_2023,Positive Regulation Of Peptidase Activity (GO:0010952),0.01193520970067181,0.06760464186540584,0,0,5.063563887093299,22.422789819923434,NCSTN;PSME1;PSME2;CTSS
GO_Biological_Process_2023,Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200),0.01193520970067181,0.06760464186540584,0,0,5.063563887093299,22.422789819923434,BNIP3;TNFSF10;PPIF;DNM1L
GO_Biological_Process_2023,Protein Targeting To Lysosome (GO:0006622),0.01193520970067181,0.06760464186540584,0,0,5.063563887093299,22.422789819923434,BECN1;M6PR;GCC2;RAB7A
GO_Biological_Process_2023,Regulation Of Interferon-Alpha Production (GO:0032647),0.01193520970067181,0.06760464186540584,0,0,5.063563887093299,22.422789819923434,IFIH1;DHX9;STAT1;HSPD1
GO_Biological_Process_2023,Regulation Of Mitochondrial Fission (GO:0090140),0.01193520970067181,0.06760464186540584,0,0,5.063563887093299,22.422789819923434,RALBP1;BNIP3;MAPT;DNM1L
GO_Biological_Process_2023,Vesicle Cargo Loading (GO:0035459),0.01193520970067181,0.06760464186540584,0,0,5.063563887093299,22.422789819923434,TMED10;KIF13A;TMED2;MIA3
GO_Biological_Process_2023,Positive Regulation Of Protein Localization (GO:1903829),0.012133187442032387,0.06760464186540584,0,0,2.7658997583354616,12.20262647280592,GSK3B;ORMDL3;MEAK7;MAPT;PARP9;GAS8;RTN4;GPR137B
GO_Biological_Process_2023,Transport Across Blood-Brain Barrier (GO:0150104),0.012133187442032387,0.06760464186540584,0,0,2.7658997583354616,12.20262647280592,SLC5A6;SLC7A5;SLC9A3R1;SLC27A1;SLC38A1;SLC7A8;SLC1A2;SLC29A1
GO_Biological_Process_2023,Actin Polymerization Or Depolymerization (GO:0008154),0.01218826934072506,0.06760464186540584,0,0,3.3962846307128625,14.96838180782273,ENAH;PREX1;COBL;TWF1;CAPG;RAC1
GO_Biological_Process_2023,Purine Ribonucleotide Biosynthetic Process (GO:0009152),0.01218826934072506,0.06760464186540584,0,0,3.3962846307128625,14.96838180782273,SLC25A16;ATIC;PPCS;ADCY2;PAICS;COASY
GO_Biological_Process_2023,5S Class rRNA Transcription By RNA Polymerase III (GO:0042791),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,GTF3C2;GTF3C6
GO_Biological_Process_2023,COPI Coating Of Golgi Vesicle (GO:0048205),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,TMED10;TMED2
GO_Biological_Process_2023,COPI-coated Vesicle Budding (GO:0035964),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,TMED10;TMED2
GO_Biological_Process_2023,Golgi Transport Vesicle Coating (GO:0048200),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,TMED10;TMED2
GO_Biological_Process_2023,His-Purkinje System Development (GO:0003164),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,IRX3;HOPX
GO_Biological_Process_2023,Adiponectin-Activated Signaling Pathway (GO:0033211),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,SLC27A1;APLP2
GO_Biological_Process_2023,Amylin Receptor Signaling Pathway (GO:0097647),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,RAMP2;RAMP1
GO_Biological_Process_2023,Aspartate Metabolic Process (GO:0006531),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,GOT2;ASS1
GO_Biological_Process_2023,Astrocyte Differentiation (GO:0048708),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,EIF2B5;S100A9
GO_Biological_Process_2023,Axo-Dendritic Transport (GO:0008088),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,DCTN1;MAPT
GO_Biological_Process_2023,"Establishment Of Mitochondrion Localization, Microtubule-Mediated (GO:0034643)",0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,RHOT1;MAP1S
GO_Biological_Process_2023,Gamma-Aminobutyric Acid Metabolic Process (GO:0009448),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,SLC38A1;ALDH5A1
GO_Biological_Process_2023,Negative Regulation Of Glycogen Biosynthetic Process (GO:0045719),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,GSK3B;GSK3A
GO_Biological_Process_2023,Negative Regulation Of Protein Polyubiquitination (GO:1902915),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,PLAA;PPIA
GO_Biological_Process_2023,Negative Regulation Of Trophoblast Cell Migration (GO:1901164),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,ARHGDIB;CALR
GO_Biological_Process_2023,"Pentose-Phosphate Shunt, Non-Oxidative Branch (GO:0009052)",0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,RPIA;RPE
GO_Biological_Process_2023,Plus-End-Directed Organelle Transport Along Microtubule (GO:0072386),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,KIF13A;MAPT
GO_Biological_Process_2023,Positive Regulation Of Autophagy Of Mitochondrion In Response To Mitochondrial Depolarization (GO:1904925),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,TOMM7;HK2
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Cilium (GO:1903566),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,GSK3B;GAS8
GO_Biological_Process_2023,Protein Geranylgeranylation (GO:0018344),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,CHML;RABGGTA
GO_Biological_Process_2023,Protein Ufmylation (GO:0071569),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,UBA5;UFC1
GO_Biological_Process_2023,Proton-Transporting V-type ATPase Complex Assembly (GO:0070070),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,PIP4P1;TMEM9
GO_Biological_Process_2023,Purine Ribonucleoside Catabolic Process (GO:0046130),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,PNP;SORD
GO_Biological_Process_2023,Radial Glial Cell Differentiation (GO:0060019),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,METTL3;HES1
GO_Biological_Process_2023,Regulation Of 3'-UTR-mediated mRNA Stabilization (GO:1905868),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,RBM24;TENT4B
GO_Biological_Process_2023,Regulation Of Endoplasmic Reticulum Tubular Network Organization (GO:1903371),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,TMEM33;RAB3GAP2
GO_Biological_Process_2023,Regulation Of Extracellular Exosome Assembly (GO:1903551),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,SDC4;SDC1
GO_Biological_Process_2023,Regulation Of Glycogen (Starch) Synthase Activity (GO:2000465),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,GSK3B;GSK3A
GO_Biological_Process_2023,Regulation Of mRNA Export From Nucleus (GO:0010793),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,NSUN2;TPR
GO_Biological_Process_2023,Regulation Of Ribonuclease Activity (GO:0060700),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,OAS1;OAS2
GO_Biological_Process_2023,Regulation Of Ribonucleoprotein Complex Localization (GO:2000197),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,NSUN2;TPR
GO_Biological_Process_2023,Response To Lithium Ion (GO:0010226),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,CDH1;IMPA2
GO_Biological_Process_2023,Short-Chain Fatty Acid Catabolic Process (GO:0019626),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,PCCB;PCK2
GO_Biological_Process_2023,succinyl-CoA Catabolic Process (GO:1901289),0.01226290715228372,0.06760464186540584,0,0,17.704819277108435,77.92203014130428,SUCLG2;SUCLG1
GO_Biological_Process_2023,Intracellular Calcium Ion Homeostasis (GO:0006874),0.012784855319065943,0.07007962219008732,0,0,2.2896903430629263,9.981891282130919,RYR1;LETM1;WFS1;CCDC47;BCL2;NPTN;STC1;CALR;ATP13A3;MAIP1;TMCO1
GO_Biological_Process_2023,Amyloid-Beta Metabolic Process (GO:0050435),0.012905330756705753,0.07007962219008732,0,0,7.246694526272521,31.523953225905156,BACE2;NCSTN;PSEN2
GO_Biological_Process_2023,Dolichol-Linked Oligosaccharide Biosynthetic Process (GO:0006488),0.012905330756705753,0.07007962219008732,0,0,7.246694526272521,31.523953225905156,DPAGT1;SRD5A3;ALG3
GO_Biological_Process_2023,Histone mRNA Catabolic Process (GO:0071044),0.012905330756705753,0.07007962219008732,0,0,7.246694526272521,31.523953225905156,TUT7;TENT2;TENT4B
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance In Response To DNA Damage (GO:1904507),0.012905330756705753,0.07007962219008732,0,0,7.246694526272521,31.523953225905156,INO80B;RUVBL1;UCHL5
GO_Biological_Process_2023,Protein Homotrimerization (GO:0070207),0.012905330756705753,0.07007962219008732,0,0,7.246694526272521,31.523953225905156,PNPT1;SIGMAR1;SLC1A2
GO_Biological_Process_2023,Protein Localization To Mitochondrion (GO:0070585),0.012905330756705753,0.07007962219008732,0,0,7.246694526272521,31.523953225905156,ISG15;MAIP1;HK2
GO_Biological_Process_2023,Protein Maturation By Iron-Sulfur Cluster Transfer (GO:0097428),0.012905330756705753,0.07007962219008732,0,0,7.246694526272521,31.523953225905156,GLRX5;BOLA3;MAGEF1
GO_Biological_Process_2023,Protein Trimerization (GO:0070206),0.012905330756705753,0.07007962219008732,0,0,7.246694526272521,31.523953225905156,PNPT1;SIGMAR1;SLC1A2
GO_Biological_Process_2023,Regulation Of Hemopoiesis (GO:1903706),0.012905330756705753,0.07007962219008732,0,0,7.246694526272521,31.523953225905156,PURB;ING5;MEAF6
GO_Biological_Process_2023,Negative Regulation Of Neuron Death (GO:1901215),0.012964190375324527,0.07010601063787314,0,0,2.730361922495054,11.86496332074403,TOX3;WFS1;BCL2;PPT1;IL6ST;NAIP;SNX6;NFATC4
GO_Biological_Process_2023,Regulation Of Insulin Secretion (GO:0050796),0.012964190375324527,0.07010601063787314,0,0,2.730361922495054,11.86496332074403,MIDN;SLC30A8;INHBB;ABCA12;TM7SF3;SOX4;ADRA2A;SYT7
GO_Biological_Process_2023,Response To Lipopolysaccharide (GO:0032496),0.012984594650892882,0.07010601063787314,0,0,2.1904296672001995,9.5152081865836,PRDX3;PABPN1;ERBIN;PDCD4;PLAA;NR1H3;S100A14;GBP2;S100A9;CDC73;FOXP1;CHMP5
GO_Biological_Process_2023,Regulation Of Autophagosome Assembly (GO:2000785),0.012987612683051595,0.07010601063787314,0,0,3.9108768035516093,16.987907276664547,SNX4;RAB3GAP2;WIPI1;NUPR1;SEC22B
GO_Biological_Process_2023,Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),0.01350878074987806,0.07281072005365824,0,0,2.9569160997732427,12.727795134442585,PIK3CA;MYADM;TWF1;PFDN2;ARHGEF2;PFDN6;CAMSAP2
GO_Biological_Process_2023,Intrinsic Apoptotic Signaling Pathway (GO:0097193),0.013567621122155918,0.07290585765050416,0,0,2.5226821785728517,10.847707747491585,STK11;BNIP3;DNAJC10;ITPR1;BCL2;IFI6;CYCS;CD24;BCL2L2
GO_Biological_Process_2023,Positive Regulation Of Vasculature Development (GO:1904018),0.013567621122155918,0.07290585765050416,0,0,2.5226821785728517,10.847707747491585,PDCL3;SMOC2;ECM1;RAMP2;BTG1;LRG1;GATA2;HK2;RHOB
GO_Biological_Process_2023,L-amino Acid Transport (GO:0015807),0.013707589469904288,0.07290585765050416,0,0,4.833264774441245,20.733766409893935,SLC7A5;SLC38A1;SLC7A8;SFXN1
GO_Biological_Process_2023,Cellular Response To Acid Chemical (GO:0071229),0.013707589469904288,0.07290585765050416,0,0,4.833264774441245,20.733766409893935,RRAGA;SH3BP4;LAMTOR2;KLF2
GO_Biological_Process_2023,Negative Regulation Of Lipid Metabolic Process (GO:0045833),0.013707589469904288,0.07290585765050416,0,0,4.833264774441245,20.733766409893935,APOC1;PPP2R5A;APOD;ADRA2A
GO_Biological_Process_2023,Phospholipid Biosynthetic Process (GO:0008654),0.013707589469904288,0.07290585765050416,0,0,4.833264774441245,20.733766409893935,IDI1;FDPS;VAPA;SRD5A3
GO_Biological_Process_2023,Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),0.013707589469904288,0.07290585765050416,0,0,4.833264774441245,20.733766409893935,DSP;DLG1;STC1;TRPM4
GO_Biological_Process_2023,Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),0.013707589469904288,0.07290585765050416,0,0,4.833264774441245,20.733766409893935,ELOVL5;APOC1;NR1H3;ERLIN2
GO_Biological_Process_2023,Regulation Of Potassium Ion Transmembrane Transporter Activity (GO:1901016),0.013707589469904288,0.07290585765050416,0,0,4.833264774441245,20.733766409893935,DLG1;CAB39;NEDD4L;ATP1B3
GO_Biological_Process_2023,Regulation Of Endothelial Cell Migration (GO:0010594),0.013836074961096312,0.07337373866631162,0,0,2.695723778701239,11.538980856735881,SMOC2;SP100;NF1;STC1;RAC1;CALR;FOXP1;RHOB
GO_Biological_Process_2023,Regulation Of Vesicle-Mediated Transport (GO:0060627),0.013836074961096312,0.07337373866631162,0,0,2.695723778701239,11.538980856735881,MBTPS1;SLC30A8;RAB4B;RAB25;SEPTIN2;APEX1;CHMP3;RAB8A
GO_Biological_Process_2023,Phosphorylation (GO:0016310),0.013954778259068362,0.07389503926073919,0,0,1.6616629496197175,7.0985132909010975,BECN1;GSK3B;GSK3A;TAF9;WNK4;CDCA8;ACVR1B;HK2;STK11;ERBB2;PAK2;MAP3K1;IGFBP3;STRADB;EIF2AK2;TAOK3;PIK3CA;FAM20B;BIRC6;SGK3;COQ8A;PKN1;COPS8;MAP3K13;TRIB2
GO_Biological_Process_2023,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),0.014408811170454668,0.07608213286691175,0,0,2.357066237597211,9.993761375235755,DDR1;PTPRT;YES1;EFS;ERBB2;IL6ST;FGFR4;ACVR1B;MPZL1;FRK
GO_Biological_Process_2023,mRNA 3'-End Processing (GO:0031124),0.014409813127195322,0.07608213286691175,0,0,3.7990296495956875,16.10730004572071,HEXIM1;SYMPK;TENT2;TENT4B;CDC73
GO_Biological_Process_2023,Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569),0.014530072723631278,0.07640974133313928,0,0,2.910631613756614,12.316438952952728,ACTR2;MEAF6;MAGEF1;RUVBL1;ACTL6A;TERF2IP;UBQLN4
GO_Biological_Process_2023,Regulation Of Hydrolase Activity (GO:0051336),0.014530072723631278,0.07640974133313928,0,0,2.910631613756614,12.316438952952728,VAV3;RALBP1;NF1;PLXNA1;RAB3GAP2;PLXNA4;GPR137B
GO_Biological_Process_2023,Positive Regulation Of Cell Differentiation (GO:0045597),0.014535149579937318,0.07640974133313928,0,0,1.8332305436603984,7.756738410177022,GSK3B;IFITM1;BTG1;IGFBP3;ACTL6A;TACSTD2;CREBL2;RBM4;IMPACT;LRG1;PPP1R13L;ZNF703;ARHGEF2;INSM1;IL6ST;RBM24;SOX4;TRPM4
GO_Biological_Process_2023,Regulation Of MAPK Cascade (GO:0043408),0.015587575073509686,0.08044301777308076,0,0,1.9959039708726818,8.305517574643433,DUSP5;ATP6AP2;EIF2AK2;PEBP1;DUSP16;ADRA2A;TAOK3;NBR1;ERBB2;NF1;GRB2;CD24;PAK2;PPIA
GO_Biological_Process_2023,Clathrin-Dependent Endocytosis (GO:0072583),0.015638512418028133,0.08044301777308076,0,0,4.622991671585022,19.222485646225465,GAK;LMBRD1;CLTC;AP2B1
GO_Biological_Process_2023,Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232),0.015638512418028133,0.08044301777308076,0,0,4.622991671585022,19.222485646225465,TACSTD2;RHPN2;F11R;PAK2
GO_Biological_Process_2023,Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021),0.015638512418028133,0.08044301777308076,0,0,4.622991671585022,19.222485646225465,VMP1;APEX1;CALM3;CALM2
GO_Biological_Process_2023,Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178),0.015638512418028133,0.08044301777308076,0,0,4.622991671585022,19.222485646225465,ANO1;ADRA2A;TRPM4;BAIAP3
GO_Biological_Process_2023,Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110),0.015638512418028133,0.08044301777308076,0,0,4.622991671585022,19.222485646225465,MAP1S;ARL2;MAPT;CAMSAP2
GO_Biological_Process_2023,Golgi To Endosome Transport (GO:0006895),0.01570215725167534,0.08044301777308076,0,0,6.642614920874152,27.59313788808944,DOP1B;KIF16B;WIPI1
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254),0.01570215725167534,0.08044301777308076,0,0,6.642614920874152,27.59313788808944,TAF9;BCL2;CD44
GO_Biological_Process_2023,Negative Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060339),0.01570215725167534,0.08044301777308076,0,0,6.642614920874152,27.59313788808944,OAS1;METTL3;ISG15
GO_Biological_Process_2023,Positive Regulation Of Autophagosome Assembly (GO:2000786),0.01570215725167534,0.08044301777308076,0,0,6.642614920874152,27.59313788808944,SNX4;RAB3GAP2;WIPI1
GO_Biological_Process_2023,Positive Regulation Of Potassium Ion Transport (GO:0043268),0.01570215725167534,0.08044301777308076,0,0,6.642614920874152,27.59313788808944,DLG1;KCNN4;ADRA2A
GO_Biological_Process_2023,Protein Localization To Cell-Cell Junction (GO:0150105),0.01570215725167534,0.08044301777308076,0,0,6.642614920874152,27.59313788808944,DSP;F11R;PAK2
GO_Biological_Process_2023,Protein Localization To Endoplasmic Reticulum (GO:0070972),0.01570215725167534,0.08044301777308076,0,0,6.642614920874152,27.59313788808944,VAPA;MIA3;KDELR2
GO_Biological_Process_2023,rRNA Transcription (GO:0009303),0.01570215725167534,0.08044301777308076,0,0,6.642614920874152,27.59313788808944,GTF3C2;NIFK;GTF3C6
