ARI	NMI	tag	dim	alpha	lr	k	topN	lambda_recon	mask_ratio	epochs	pca_dim	refine_k	npz	metrics
0.533112897425026	0.6602660086536916	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	12	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p12_rk3.mclust.metrics.txt
0.6173412686700139	0.7274916588830734	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	14	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p14_rk0.mclust.metrics.txt
0.5431900687727069	0.6614164217621689	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	14	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p14_rk3.mclust.metrics.txt
0.6173921809148488	0.7371347694344378	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	16	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p16_rk0.mclust.metrics.txt
0.5515273050965378	0.6723822538483423	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	16	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p16_rk3.mclust.metrics.txt
0.5663936377539073	0.7033854405304307	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	20	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p20_rk0.mclust.metrics.txt
0.5027740199554566	0.6435425139865855	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	20	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p20_rk3.mclust.metrics.txt
0.6265219979532363	0.7193521144477738	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	24	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p24_rk0.mclust.metrics.txt
0.5558093041397225	0.659952226196397	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	24	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p24_rk3.mclust.metrics.txt
0.6093360495574419	0.7165703915568241	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	28	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p28_rk0.mclust.metrics.txt
0.5202180440054635	0.6414400170805018	d80_a045_lr0008_k10_top28_l014_m012_e500	80	0.45	0.0008	10	28	0.14	0.12	500	28	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d80_a045_lr0008_k10_top28_l014_m012_e500.augK2_d80_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d80_a045_lr0008_k10_top28_l014_m012_e500_mclust_p28_rk3.mclust.metrics.txt
0.4344713148781661	0.6327977765729209	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	8	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p8_rk0.mclust.metrics.txt
0.40208786912500416	0.5899676261252096	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	8	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p8_rk3.mclust.metrics.txt
0.5567063051948553	0.6826606894833974	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	10	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p10_rk0.mclust.metrics.txt
0.5072894719364494	0.6415964029959395	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	10	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p10_rk3.mclust.metrics.txt
0.5869422339257637	0.69275650858025	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	12	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p12_rk0.mclust.metrics.txt
0.5619197298579591	0.6557993556089385	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	12	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p12_rk3.mclust.metrics.txt
0.5419165142989543	0.6776311293632719	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	14	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p14_rk0.mclust.metrics.txt
0.49257014051932646	0.6250272773872421	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	14	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p14_rk3.mclust.metrics.txt
0.5669322101037922	0.6886462804771574	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	16	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p16_rk0.mclust.metrics.txt
0.5068370318728387	0.6320139984336784	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	16	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p16_rk3.mclust.metrics.txt
0.599402603116728	0.7090652183857031	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	20	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p20_rk0.mclust.metrics.txt
0.5294197260671152	0.6451164642279126	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	20	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p20_rk3.mclust.metrics.txt
0.5575561020226293	0.6949485456368576	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	24	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p24_rk0.mclust.metrics.txt
0.48639763191952906	0.6280207191640313	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	24	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p24_rk3.mclust.metrics.txt
0.5140945535922129	0.6775772150576173	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	28	0	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p28_rk0.mclust.metrics.txt
0.4654997456170231	0.618033257139787	d128_a050_lr0008_k12_top48_l016_m010_e500	128	0.50	0.0008	12	48	0.16	0.10	500	28	3	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/d128_a050_lr0008_k12_top48_l016_m010_e500.augK2_d128_for_cluster.npz	/root/autodl-tmp/coronal mouse brain/TrainCluster_Search/cluster/cluster_results/d128_a050_lr0008_k12_top48_l016_m010_e500_mclust_p28_rk3.mclust.metrics.txt
