npz	pca_dim	seed	score	upper_cluster	upper_purity	upper_recall	lower_cluster	lower_purity	lower_recall	both_cluster	both_purity	both_recall
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	18	0.31742726756863315	4	0.10109289617486339	0.8409090909090909	4	0.15846994535519127	0.7435897435897436	4	0.25956284153005466	0.7786885245901639
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	64	18	0.3172492031838095	22	0.10315186246418338	0.8181818181818182	22	0.16905444126074498	0.7564102564102564	22	0.2722063037249284	0.7786885245901639
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	11	0.31699177218932284	6	0.09631728045325778	0.7727272727272727	6	0.16997167138810199	0.7692307692307693	6	0.26628895184135976	0.7704918032786885
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	40	0	0.3167158569062763	8	0.10646387832699619	0.6363636363636364	8	0.21673003802281368	0.7307692307692307	8	0.3231939163498099	0.6967213114754098
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	5	0.3165825545356192	2	0.10112359550561797	0.8181818181818182	2	0.16292134831460675	0.7435897435897436	2	0.2640449438202247	0.7704918032786885
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	0	0.31646945468429183	15	0.09668508287292818	0.7954545454545454	15	0.16574585635359115	0.7692307692307693	15	0.26243093922651933	0.7786885245901639
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	17	0.3160567582807724	4	0.09536784741144415	0.7954545454545454	4	0.16348773841961853	0.7692307692307693	4	0.25885558583106266	0.7786885245901639
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	40	16	0.31569521751589164	17	0.09660574412532637	0.8409090909090909	17	0.16449086161879894	0.8076923076923077	17	0.26109660574412535	0.819672131147541
S2_Hpca_v2.augK2_d96_for_cluster.npz	18	14	0.31548176916021015	3	0.1527777777777778	0.5	3	0.2777777777777778	0.5128205128205128	3	0.4305555555555556	0.5081967213114754
S2_Hpca_v2.augK2_d96_for_cluster.npz	18	6	0.31548176916021015	24	0.1527777777777778	0.5	24	0.2777777777777778	0.5128205128205128	24	0.4305555555555556	0.5081967213114754
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	10	0.31538050288428504	0	0.0948509485094851	0.7954545454545454	0	0.16260162601626016	0.7692307692307693	0	0.25745257452574527	0.7786885245901639
S2_Hpca_v2.augK2_d96_for_cluster.npz	64	1	0.31524155729431225	4	0.09883720930232558	0.7727272727272727	4	0.16569767441860464	0.7307692307692307	4	0.26453488372093026	0.7459016393442623
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	30	8	0.3151923893283311	1	0.09234828496042216	0.7954545454545454	1	0.16094986807387862	0.782051282051282	1	0.2532981530343008	0.7868852459016393
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	11	0.31514895466598813	2	0.1008174386920981	0.8409090909090909	2	0.16348773841961853	0.7692307692307693	2	0.26430517711171664	0.7950819672131147
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	30	9	0.3148069877878232	3	0.09668508287292818	0.7954545454545454	3	0.16298342541436464	0.7564102564102564	3	0.2596685082872928	0.7704918032786885
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	4	0.3145236250153935	25	0.09433962264150944	0.7954545454545454	25	0.16172506738544473	0.7692307692307693	25	0.2560646900269542	0.7786885245901639
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	30	6	0.3142660605391802	0	0.09859154929577464	0.7954545454545454	0	0.16338028169014085	0.7435897435897436	0	0.2619718309859155	0.7622950819672131
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	30	1	0.3138917465172842	8	0.08947368421052632	0.7727272727272727	8	0.1631578947368421	0.7948717948717948	8	0.25263157894736843	0.7868852459016393
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	12	0.3138244558370153	13	0.09392265193370165	0.7727272727272727	13	0.16574585635359115	0.7692307692307693	13	0.2596685082872928	0.7704918032786885
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	64	15	0.31369748229178035	19	0.10136986301369863	0.8409090909090909	19	0.1643835616438356	0.7692307692307693	19	0.26575342465753427	0.7950819672131147
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	13	0.3136612371578479	23	0.10294117647058823	0.7954545454545454	23	0.16470588235294117	0.717948717948718	23	0.2676470588235294	0.7459016393442623
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	1	0.3134421650553209	0	0.09562841530054644	0.7954545454545454	0	0.16120218579234974	0.7564102564102564	0	0.2568306010928962	0.7704918032786885
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	3	0.3133076247524647	0	0.0997229916897507	0.8181818181818182	0	0.16620498614958448	0.7692307692307693	0	0.2659279778393352	0.7868852459016393
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	16	0.3131309163123657	2	0.1	0.8409090909090909	2	0.15405405405405406	0.7307692307692307	2	0.25405405405405407	0.7704918032786885
S2_Hpca_v2.augK2_d96_for_cluster.npz	18	16	0.31288474067040084	19	0.14893617021276595	0.4772727272727273	19	0.28368794326241137	0.5128205128205128	19	0.4326241134751773	0.5
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	10	0.31285393438431097	8	0.11428571428571428	0.6363636363636364	8	0.2163265306122449	0.6794871794871795	8	0.3306122448979592	0.6639344262295082
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	6	0.3127581554460232	0	0.09893048128342247	0.8409090909090909	0	0.16042780748663102	0.7692307692307693	0	0.25935828877005346	0.7950819672131147
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	2	0.3127389890858729	16	0.09283819628647215	0.7954545454545454	16	0.15915119363395225	0.7692307692307693	16	0.2519893899204244	0.7786885245901639
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	2	0.3125826992700084	10	0.09392265193370165	0.7727272727272727	10	0.16022099447513813	0.7435897435897436	10	0.2541436464088398	0.7540983606557377
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	40	3	0.31232801069792476	0	0.09782608695652174	0.8181818181818182	0	0.16576086956521738	0.782051282051282	0	0.26358695652173914	0.7950819672131147
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	36	8	0.31232719374170537	0	0.09943181818181818	0.7954545454545454	0	0.16193181818181818	0.7307692307692307	0	0.26136363636363635	0.7540983606557377
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	64	19	0.31192837170998333	0	0.1002710027100271	0.8409090909090909	0	0.16260162601626016	0.7692307692307693	0	0.26287262872628725	0.7950819672131147
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	64	8	0.3117751687443698	18	0.1	0.8409090909090909	18	0.16216216216216217	0.7692307692307693	18	0.26216216216216215	0.7950819672131147
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	64	5	0.31175188547340565	20	0.1008174386920981	0.8409090909090909	20	0.16076294277929154	0.7564102564102564	20	0.2615803814713896	0.7868852459016393
S2_Hpca_v2.augK2_d96_for_cluster.npz	18	7	0.3117328057323097	12	0.1	0.45454545454545453	4	0.1623931623931624	0.48717948717948717	12	0.21	0.3442622950819672
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	64	0	0.31142163128466144	3	0.09574468085106383	0.8181818181818182	3	0.16489361702127658	0.7948717948717948	3	0.26063829787234044	0.8032786885245902
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	19	0.3112162901069121	3	0.09809264305177112	0.8181818181818182	3	0.16348773841961853	0.7692307692307693	3	0.2615803814713896	0.7868852459016393
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	64	13	0.3112077076801536	24	0.10160427807486631	0.8636363636363636	24	0.15775401069518716	0.7564102564102564	24	0.25935828877005346	0.7950819672131147
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	0	0.31099626809786673	13	0.10511363636363637	0.8409090909090909	13	0.16477272727272727	0.7435897435897436	13	0.26988636363636365	0.7786885245901639
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	64	11	0.3109480115514296	22	0.0975609756097561	0.8181818181818182	22	0.16531165311653118	0.782051282051282	22	0.26287262872628725	0.7950819672131147
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	9	0.3105578193144448	17	0.09866666666666667	0.8409090909090909	17	0.16	0.7692307692307693	17	0.25866666666666666	0.7950819672131147
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	13	0.31022689299405604	4	0.10192837465564739	0.8409090909090909	4	0.162534435261708	0.7564102564102564	4	0.2644628099173554	0.7868852459016393
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	64	17	0.3100125999538878	1	0.10109289617486339	0.8409090909090909	1	0.16120218579234974	0.7564102564102564	1	0.26229508196721313	0.7868852459016393
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	8	0.3097452898310794	24	0.09192200557103064	0.75	24	0.1671309192200557	0.7692307692307693	24	0.2590529247910863	0.7622950819672131
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	0	0.3096540458629332	18	0.11038961038961038	0.7727272727272727	18	0.18181818181818182	0.717948717948718	18	0.2922077922077922	0.7377049180327869
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	15	0.30934212258779287	0	0.10136986301369863	0.8409090909090909	0	0.16164383561643836	0.7564102564102564	0	0.26301369863013696	0.7868852459016393
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	2	0.30932875549590444	13	0.11065573770491803	0.6136363636363636	13	0.23770491803278687	0.7435897435897436	13	0.3483606557377049	0.6967213114754098
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	2	0.3086767363601395	3	0.08970976253298153	0.7727272727272727	3	0.1503957783641161	0.7307692307692307	3	0.24010554089709762	0.7459016393442623
S2_Hpca_v2.augK2_d96_for_cluster.npz	18	3	0.30826969241752694	15	0.09900990099009901	0.45454545454545453	24	0.1688888888888889	0.48717948717948717	15	0.2079207920792079	0.3442622950819672
S2_Hpca_v2.augK2_d96_for_cluster.npz	18	11	0.30778879121234887	16	0.09302325581395349	0.36363636363636365	2	0.1680327868852459	0.5256410256410257	19	0.33043478260869563	0.3114754098360656
S2_Hpca_v2.augK2_d96_for_cluster.npz	64	9	0.30746140158741425	4	0.0868421052631579	0.75	4	0.1631578947368421	0.7948717948717948	4	0.25	0.7786885245901639
S2_Hpca_v2.augK2_d96_for_cluster.npz	64	15	0.30687300111645116	0	0.0861244019138756	0.8181818181818182	0	0.14354066985645933	0.7692307692307693	0	0.22966507177033493	0.7868852459016393
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	40	18	0.3065294892610357	22	0.10756972111553785	0.6136363636363636	22	0.20717131474103587	0.6666666666666666	22	0.3147410358565737	0.6475409836065574
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	9	0.3060365556442551	0	0.0870712401055409	0.75	0	0.15303430079155672	0.7435897435897436	0	0.24010554089709762	0.7459016393442623
S2_Hpca_v2.augK2_d96_for_cluster.npz	64	12	0.3057664109114711	14	0.09333333333333334	0.7954545454545454	14	0.16	0.7692307692307693	14	0.25333333333333335	0.7786885245901639
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	11	0.3041006544963189	6	0.08947368421052632	0.7727272727272727	6	0.15526315789473685	0.7564102564102564	6	0.24473684210526317	0.7622950819672131
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	4	0.30306382504432094	17	0.09510869565217392	0.7954545454545454	17	0.16032608695652173	0.7564102564102564	17	0.2554347826086957	0.7704918032786885
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	0	0.3026620206039486	1	0.0868421052631579	0.75	1	0.15526315789473685	0.7564102564102564	1	0.24210526315789474	0.7540983606557377
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	1	0.301874153312782	18	0.1005586592178771	0.8181818181818182	18	0.17039106145251395	0.782051282051282	18	0.2709497206703911	0.7950819672131147
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	15	0.3012174497447688	4	0.09831460674157304	0.7954545454545454	4	0.1601123595505618	0.7307692307692307	4	0.25842696629213485	0.7540983606557377
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	19	0.30087078325926603	21	0.09803921568627451	0.7954545454545454	21	0.15966386554621848	0.7307692307692307	21	0.25770308123249297	0.7540983606557377
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	13	0.3005258232461315	12	0.09776536312849161	0.7954545454545454	12	0.15921787709497207	0.7307692307692307	12	0.2569832402234637	0.7540983606557377
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	16	0.3005258232461315	19	0.09776536312849161	0.7954545454545454	19	0.15921787709497207	0.7307692307692307	19	0.2569832402234637	0.7540983606557377
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	14	0.30039782929826303	15	0.10027855153203342	0.8181818181818182	15	0.1671309192200557	0.7692307692307693	15	0.26740947075208915	0.7868852459016393
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	11	0.3001825570003173	1	0.09749303621169916	0.7954545454545454	1	0.15877437325905291	0.7307692307692307	1	0.2562674094707521	0.7540983606557377
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	0	0.3001825570003173	23	0.09749303621169916	0.7954545454545454	23	0.15877437325905291	0.7307692307692307	23	0.2562674094707521	0.7540983606557377
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	5	0.30004156161194223	24	0.1	0.8181818181818182	24	0.16666666666666666	0.7692307692307693	24	0.26666666666666666	0.7868852459016393
S2_Hpca_v2.augK2_d96_for_cluster.npz	64	18	0.29972026148820885	6	0.08629441624365482	0.7727272727272727	6	0.1548223350253807	0.782051282051282	6	0.24111675126903553	0.7786885245901639
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	19	0.2994840725046958	22	0.09239130434782608	0.7727272727272727	22	0.16304347826086957	0.7692307692307693	22	0.2554347826086957	0.7704918032786885
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	9	0.2993139491194947	18	0.08173076923076923	0.7727272727272727	18	0.1466346153846154	0.782051282051282	18	0.2283653846153846	0.7786885245901639
S2_Hpca_v2.augK2_d96_for_cluster.npz	64	2	0.2990185582289388	16	0.10185185185185185	0.75	16	0.16666666666666666	0.6923076923076923	16	0.26851851851851855	0.7131147540983607
S2_Hpca_v2.augK2_d96_for_cluster.npz	64	0	0.2984779541137411	12	0.08717948717948718	0.7727272727272727	12	0.15128205128205127	0.7564102564102564	12	0.23846153846153847	0.7622950819672131
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	6	0.29828048461389106	19	0.09631728045325778	0.7727272727272727	19	0.16147308781869688	0.7307692307692307	19	0.2577903682719547	0.7459016393442623
S2_Hpca_v2.augK2_d96_for_cluster.npz	64	8	0.2981343215478553	9	0.09649122807017543	0.75	9	0.16666666666666666	0.7307692307692307	9	0.2631578947368421	0.7377049180327869
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	3	0.2979326552058128	3	0.096045197740113	0.7727272727272727	3	0.16101694915254236	0.7307692307692307	3	0.2570621468926554	0.7459016393442623
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	14	0.2979326552058128	24	0.096045197740113	0.7727272727272727	24	0.16101694915254236	0.7307692307692307	24	0.2570621468926554	0.7459016393442623
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	5	0.2979326552058128	12	0.096045197740113	0.7727272727272727	12	0.16101694915254236	0.7307692307692307	12	0.2570621468926554	0.7459016393442623
S2_Hpca_v2.augK2_d96_for_cluster.npz	64	16	0.2963798620815167	16	0.0868421052631579	0.75	16	0.15789473684210525	0.7692307692307693	16	0.24473684210526317	0.7622950819672131
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	50	17	0.29623469717236944	22	0.09703504043126684	0.8181818181818182	22	0.16172506738544473	0.7692307692307693	22	0.2587601078167116	0.7868852459016393
S2_Hpca_v2.augK2_d96_for_cluster.npz	18	5	0.29606804543818327	17	0.12244897959183673	0.6818181818181818	17	0.15918367346938775	0.5	17	0.2816326530612245	0.5655737704918032
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	18	0.2957843606315335	18	0.09115281501340483	0.7727272727272727	18	0.1447721179624665	0.6923076923076923	18	0.2359249329758713	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	6	0.2957843606315335	24	0.09115281501340483	0.7727272727272727	24	0.1447721179624665	0.6923076923076923	24	0.2359249329758713	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	1	0.29547878869200944	22	0.09090909090909091	0.7727272727272727	22	0.1443850267379679	0.6923076923076923	22	0.23529411764705882	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	18	12	0.2950582092824099	10	0.07647058823529412	0.29545454545454547	2	0.1729957805907173	0.5256410256410257	16	0.3235294117647059	0.27049180327868855
S2_Hpca_v2.augK2_d96_for_cluster.npz	64	17	0.29500016092688064	0	0.0967741935483871	0.75	0	0.16715542521994134	0.7307692307692307	0	0.26392961876832843	0.7377049180327869
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	18	0.2949859079609967	18	0.09401709401709402	0.75	18	0.1623931623931624	0.7307692307692307	18	0.2564102564102564	0.7377049180327869
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	17	0.2948213081279894	16	0.08753315649867374	0.75	16	0.15649867374005305	0.7564102564102564	16	0.2440318302387268	0.7540983606557377
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	5	0.2947106579747302	12	0.08673469387755102	0.7727272727272727	12	0.14540816326530612	0.7307692307692307	12	0.23214285714285715	0.7459016393442623
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	3	0.29469216014490995	3	0.08616187989556136	0.75	3	0.1514360313315927	0.7435897435897436	3	0.23759791122715404	0.7459016393442623
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	0	0.29443066534756684	7	0.09066666666666667	0.7727272727272727	7	0.144	0.6923076923076923	7	0.23466666666666666	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	11	0.29431148430947635	25	0.09042553191489362	0.7727272727272727	25	0.14627659574468085	0.7051282051282052	25	0.23670212765957446	0.7295081967213115
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	7	0.2942931522004785	20	0.09348441926345609	0.75	20	0.16147308781869688	0.7307692307692307	20	0.254957507082153	0.7377049180327869
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	8	0.2942931522004785	16	0.09348441926345609	0.75	16	0.16147308781869688	0.7307692307692307	16	0.254957507082153	0.7377049180327869
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	2	0.29425134784654877	21	0.09550561797752809	0.7727272727272727	21	0.15730337078651685	0.717948717948718	21	0.25280898876404495	0.7377049180327869
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	9	0.29394935681310347	6	0.09322033898305085	0.75	6	0.16101694915254236	0.7307692307692307	6	0.2542372881355932	0.7377049180327869
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	14	0.29219034223502616	16	0.0958904109589041	0.7954545454545454	16	0.14246575342465753	0.6666666666666666	16	0.23835616438356164	0.7131147540983607
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	5	0.29192815315400883	8	0.06324110671936758	0.7272727272727273	8	0.14031620553359683	0.9102564102564102	8	0.20355731225296442	0.8442622950819673
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	15	0.29150616155722314	5	0.09066666666666667	0.7727272727272727	5	0.14133333333333334	0.6794871794871795	5	0.232	0.7131147540983607
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	6	0.2913117950454776	16	0.09269662921348315	0.75	16	0.15730337078651685	0.717948717948718	16	0.25	0.7295081967213115
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	17	0.2910610751099382	5	0.08970976253298153	0.7727272727272727	5	0.13984168865435356	0.6794871794871795	5	0.22955145118733508	0.7131147540983607
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	1	0.290951208529916	4	0.09322033898305085	0.75	4	0.15819209039548024	0.717948717948718	4	0.2514124293785311	0.7295081967213115
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	12	0.2907572432861902	16	0.09042553191489362	0.7727272727272727	16	0.14361702127659576	0.6923076923076923	16	0.23404255319148937	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	13	0.29075022790371857	6	0.09090909090909091	0.7727272727272727	6	0.1443850267379679	0.6923076923076923	6	0.23529411764705882	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	19	0.2904559674380121	5	0.09018567639257294	0.7727272727272727	5	0.14323607427055704	0.6923076923076923	5	0.23342175066312998	0.7213114754098361
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	17	0.2899534975309656	18	0.09686609686609686	0.7727272727272727	18	0.15384615384615385	0.6923076923076923	18	0.25071225071225073	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	10	0.28991524128463647	21	0.09418282548476455	0.7727272727272727	21	0.1523545706371191	0.7051282051282052	21	0.24653739612188366	0.7295081967213115
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	8	0.2898576408904974	7	0.08970976253298153	0.7727272727272727	7	0.1424802110817942	0.6923076923076923	7	0.23218997361477572	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	4	0.2897420133362503	14	0.09115281501340483	0.7727272727272727	14	0.15013404825737264	0.717948717948718	14	0.24128686327077747	0.7377049180327869
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	4	0.28933108271883407	10	0.09497206703910614	0.7727272727272727	10	0.15363128491620112	0.7051282051282052	10	0.24860335195530725	0.7295081967213115
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	12	0.2885928613913542	24	0.0913978494623656	0.7727272727272727	24	0.1532258064516129	0.7307692307692307	24	0.2446236559139785	0.7459016393442623
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	2	0.28842824336099476	8	0.0913978494623656	0.7727272727272727	8	0.1424731182795699	0.6794871794871795	8	0.23387096774193547	0.7131147540983607
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	7	0.2883985352647495	19	0.09018567639257294	0.7727272727272727	19	0.14854111405835543	0.717948717948718	19	0.23872679045092837	0.7377049180327869
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	11	0.28827571242281486	25	0.09115281501340483	0.7727272727272727	25	0.15281501340482573	0.7307692307692307	25	0.24396782841823056	0.7459016393442623
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	19	0.2873638535994807	0	0.09239130434782608	0.7727272727272727	0	0.15217391304347827	0.717948717948718	0	0.24456521739130435	0.7377049180327869
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	3	0.28595961618194027	3	0.09141274238227147	0.75	3	0.1523545706371191	0.7051282051282052	3	0.24376731301939059	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	8	0.2854676356354751	7	0.09090909090909091	0.7727272727272727	7	0.1497326203208556	0.717948717948718	7	0.24064171122994651	0.7377049180327869
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	3	0.28534450611148626	15	0.09115281501340483	0.7727272727272727	15	0.15013404825737264	0.717948717948718	15	0.24128686327077747	0.7377049180327869
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	15	0.28503221604193657	2	0.09090909090909091	0.7727272727272727	2	0.1497326203208556	0.717948717948718	2	0.24064171122994651	0.7377049180327869
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	17	0.2844120459073866	18	0.09042553191489362	0.7727272727272727	18	0.14893617021276595	0.717948717948718	18	0.2393617021276596	0.7377049180327869
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	16	0.2842980967915945	23	0.09264305177111716	0.7727272727272727	23	0.14986376021798364	0.7051282051282052	23	0.24250681198910082	0.7295081967213115
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	16	0.28404149082366753	13	0.09734513274336283	0.75	13	0.14749262536873156	0.6410256410256411	13	0.2448377581120944	0.680327868852459
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	7	0.2832698991206621	6	0.09066666666666667	0.7727272727272727	6	0.144	0.6923076923076923	6	0.23466666666666666	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	40	10	0.28217171972740723	20	0.0921409214092141	0.7727272727272727	20	0.14363143631436315	0.6794871794871795	20	0.23577235772357724	0.7131147540983607
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	18	0.28210436879562073	2	0.09090909090909091	0.7727272727272727	2	0.14705882352941177	0.7051282051282052	2	0.23796791443850268	0.7295081967213115
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	5	0.281979859429248	19	0.09315068493150686	0.7727272727272727	19	0.14794520547945206	0.6923076923076923	19	0.2410958904109589	0.7213114754098361
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	1	0.2814908700737345	5	0.09042553191489362	0.7727272727272727	5	0.14627659574468085	0.7051282051282052	5	0.23670212765957446	0.7295081967213115
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	14	0.2811862816594231	22	0.09018567639257294	0.7727272727272727	22	0.14588859416445624	0.7051282051282052	22	0.23607427055702918	0.7295081967213115
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	6	0.2806142986219255	0	0.09444444444444444	0.7727272727272727	0	0.14722222222222223	0.6794871794871795	0	0.24166666666666667	0.7131147540983607
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	9	0.279482093488829	20	0.09115281501340483	0.7727272727272727	20	0.1447721179624665	0.6923076923076923	20	0.2359249329758713	0.7213114754098361
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	10	0.2792839307227722	6	0.09348441926345609	0.75	6	0.14730878186968838	0.6666666666666666	6	0.24079320113314448	0.6967213114754098
S2_Hpca_pub_v1.augK2_d128_for_cluster.npz	24	12	0.2762820864272309	12	0.09348441926345609	0.75	12	0.14447592067988668	0.6538461538461539	12	0.23796033994334279	0.6885245901639344
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	4	0.27268255999419894	21	0.08781869688385269	0.7045454545454546	21	0.1529745042492918	0.6923076923076923	21	0.24079320113314448	0.6967213114754098
S2_Hpca_v2.augK2_d96_for_cluster.npz	18	0	0.2726702981065756	25	0.14285714285714285	0.4090909090909091	25	0.25396825396825395	0.41025641025641024	25	0.3968253968253968	0.4098360655737705
S2_Hpca_v2.augK2_d96_for_cluster.npz	50	18	0.27199066127825505	12	0.06474820143884892	0.8181818181818182	12	0.10431654676258993	0.7435897435897436	12	0.16906474820143885	0.7704918032786885
S2_Hpca_v2.augK2_d96_for_cluster.npz	36	10	0.27188461071455716	16	0.0921409214092141	0.7727272727272727	16	0.13821138211382114	0.6538461538461539	16	0.23035230352303523	0.6967213114754098
S2_Hpca_v2.augK2_d96_for_cluster.npz	30	13	0.26206311291608064	9	0.09295774647887324	0.75	9	0.1323943661971831	0.6025641025641025	9	0.22535211267605634	0.6557377049180327
S2_Hpca_v2.augK2_d96_for_cluster.npz	30	0	0.2607931705194459	2	0.09322033898305085	0.75	2	0.1327683615819209	0.6025641025641025	2	0.22598870056497175	0.6557377049180327
S2_Hpca_v2.augK2_d96_for_cluster.npz	30	11	0.2607006421290366	13	0.09217877094972067	0.75	13	0.13128491620111732	0.6025641025641025	13	0.22346368715083798	0.6557377049180327
S2_Hpca_v2.augK2_d96_for_cluster.npz	24	5	0.25693948714191717	15	0.10365853658536585	0.7727272727272727	15	0.125	0.5256410256410257	15	0.22865853658536586	0.6147540983606558
